Product_ID,Product_Name,Category,Subcategory,Price,Units_Sold,Revenue,Cost,Profit,Date,Store/Channel,Customer_ID
SKU20296,Samsung Smart TV,Electronics,Television,640.29,39,24971.31,13326.73,11644.58,6/29/2024,Marketplace,25810
SKU24296,Samsung Smart TV,Electronics,Television,1010.66,56,56596.96,39733.12,16863.84,5/9/2024,Retail Store,25811
SKU99065,Samsung Smart TV,Electronics,Television,1080.11,91,98290.01,62843.64,35446.37,9/5/2024,Marketplace,25812
SKU30124,Levi's Jeans,Apparel,Casualwear,1344.43,62,83354.66,61398.2,21956.46,4/13/2025,Mobile App,25813
SKU39991,Nike Running Shoes,Apparel,Sportswear,654.69,31,20295.39,15390.69,4904.7,11/26/2024,Marketplace,25814
SKU71111,Adidas Hoodie,Apparel,Sportswear,1016.83,1,1016.83,473.39,543.44,11/27/2024,Marketplace,25815
SKU53411,Colgate Toothpaste,Beauty,Oral Care,805.01,63,50715.63,23085.42,27630.21,3/21/2025,Online,25816
SKU49489,Colgate Toothpaste,Beauty,Oral Care,1240.1,87,107888.7,44965.93,62922.77,7/25/2024,Online,25817
SKU58410,Apple iPhone 14,Electronics,Smartphones,534.81,22,11765.82,9237.54,2528.28,6/1/2024,Mobile App,25818
SKU46621,Panasonic Microwave,Electronics,Appliances,900.29,65,58518.85,26065.53,32453.32,3/3/2025,Marketplace,25819
SKU74471,HP Laptop,Electronics,Computers,1479.49,50,73974.5,56775.31,17199.19,1/16/2025,Retail Store,25820
SKU47883,Apple iPhone 14,Electronics,Smartphones,151.41,69,10447.29,4979.99,5467.3,7/22/2024,Retail Store,25821
SKU12341,Adidas Hoodie,Apparel,Sportswear,722.77,96,69385.92,32871.45,36514.47,7/6/2024,Marketplace,25822
SKU16948,Maybelline Lipstick,Beauty,Makeup,633.38,70,44336.6,27218.05,17118.55,5/14/2024,Online,25823
SKU19604,Maybelline Lipstick,Beauty,Makeup,933.13,61,56920.93,26764.55,30156.38,1/13/2025,Retail Store,25824
SKU42193,Adidas Hoodie,Apparel,Sportswear,1210.15,73,88340.95,61156.46,27184.49,5/6/2024,Mobile App,25825
SKU16734,Panasonic Microwave,Electronics,Appliances,64.37,80,5149.6,4498.57,651.03,2/25/2025,Online,25826
SKU23324,Colgate Toothpaste,Beauty,Oral Care,275.91,65,17934.15,15233.04,2701.11,6/12/2024,Retail Store,25827
SKU52292,Samsung Smart TV,Electronics,Television,613.59,23,14112.57,6239.79,7872.78,5/14/2024,Online,25828
SKU36047,Dove Body Wash,Beauty,Bath & Body,1020.59,6,6123.54,3874.4,2249.14,8/7/2024,Mobile App,25829
SKU21373,Maybelline Lipstick,Beauty,Makeup,29.99,32,959.68,584.55,375.13,1/31/2025,Marketplace,25830
SKU51710,Dove Body Wash,Beauty,Bath & Body,605.98,83,50296.34,21546.62,28749.72,4/30/2025,Online,25831
SKU18448,Colgate Toothpaste,Beauty,Oral Care,329.22,42,13827.24,11663.74,2163.5,11/23/2024,Mobile App,25832
SKU43915,Nike Running Shoes,Apparel,Sportswear,391.7,80,31336,14113.29,17222.71,10/22/2024,Retail Store,25833
SKU22193,HP Laptop,Electronics,Computers,214.72,87,18680.64,8138.04,10542.6,9/6/2024,Online,25834
SKU31589,Apple iPhone 14,Electronics,Smartphones,1245.68,64,79723.52,36224.81,43498.71,9/11/2024,Retail Store,25835
SKU54605,Maybelline Lipstick,Beauty,Makeup,1284.9,32,41116.8,16958.82,24157.98,2/25/2025,Mobile App,25836
SKU59772,Nike Running Shoes,Apparel,Sportswear,1360.66,48,65311.68,39580.62,25731.06,5/7/2024,Online,25837
SKU11811,HP Laptop,Electronics,Computers,157.74,68,10726.32,9499.8,1226.52,9/1/2024,Marketplace,25838
SKU11555,Dove Body Wash,Beauty,Bath & Body,106.41,84,8938.44,4999.85,3938.59,6/8/2024,Marketplace,25839
SKU93530,Panasonic Microwave,Electronics,Appliances,179.95,96,17275.2,11441.63,5833.57,8/6/2024,Retail Store,25840
SKU30198,Apple iPhone 14,Electronics,Smartphones,978.1,40,39124,29691.02,9432.98,6/16/2024,Mobile App,25841
SKU95831,Maybelline Lipstick,Beauty,Makeup,640.61,65,41639.65,17426.27,24213.38,6/1/2024,Retail Store,25842
SKU76936,Apple iPhone 14,Electronics,Smartphones,935.24,71,66402.04,49949.79,16452.25,5/4/2024,Retail Store,25843
SKU46226,Levi's Jeans,Apparel,Casualwear,770.89,6,4625.34,4138,487.34,1/11/2025,Online,25844
SKU48400,Panasonic Microwave,Electronics,Appliances,555.07,34,18872.38,12750.23,6122.15,9/25/2024,Mobile App,25845
SKU80188,Levi's Jeans,Apparel,Casualwear,776.86,63,48942.18,40059.76,8882.42,7/4/2024,Online,25846
SKU99633,Levi's Jeans,Apparel,Casualwear,616.02,63,38809.26,25648.18,13161.08,3/6/2025,Online,25847
SKU97005,Maybelline Lipstick,Beauty,Makeup,1476.93,100,147693,116658.03,31034.97,6/10/2024,Retail Store,25848
SKU47398,Adidas Hoodie,Apparel,Sportswear,80.64,95,7660.8,4265.81,3394.99,3/27/2025,Marketplace,25849
SKU78800,Apple iPhone 14,Electronics,Smartphones,988.21,7,6917.47,4369.64,2547.83,3/26/2025,Online,25850
SKU21012,Dove Body Wash,Beauty,Bath & Body,722.57,93,67199.01,54411.2,12787.81,11/17/2024,Online,25851
SKU25021,Nike Running Shoes,Apparel,Sportswear,579.58,20,11591.6,4689.88,6901.72,10/15/2024,Online,25852
SKU37356,Levi's Jeans,Apparel,Casualwear,919.97,17,15639.49,6310.71,9328.78,1/24/2025,Online,25853
SKU75878,Colgate Toothpaste,Beauty,Oral Care,983.77,67,65912.59,35533.96,30378.63,7/16/2024,Retail Store,25854
SKU18729,Panasonic Microwave,Electronics,Appliances,213.52,94,20070.88,8074.67,11996.21,4/22/2025,Marketplace,25855
SKU26171,Maybelline Lipstick,Beauty,Makeup,787.91,19,14970.29,6305.48,8664.81,12/27/2024,Retail Store,25856
SKU87544,Adidas Hoodie,Apparel,Sportswear,274.4,77,21128.8,14259.25,6869.55,6/28/2024,Online,25857
SKU72534,Panasonic Microwave,Electronics,Appliances,549.52,91,50006.32,25195.74,24810.58,6/27/2024,Marketplace,25858
SKU20821,Adidas Hoodie,Apparel,Sportswear,1213.27,80,97061.6,47754.88,49306.72,5/17/2024,Marketplace,25859
SKU39630,Nike Running Shoes,Apparel,Sportswear,1012.03,26,26312.78,14528.93,11783.85,11/25/2024,Retail Store,25860
SKU10800,Levi's Jeans,Apparel,Casualwear,359.38,96,34500.48,30654.77,3845.71,8/20/2024,Online,25861
SKU92229,Dove Body Wash,Beauty,Bath & Body,1312.45,72,94496.4,54969.07,39527.33,5/2/2024,Online,25862
SKU17717,Apple iPhone 14,Electronics,Smartphones,1011.3,45,45508.5,34969.61,10538.89,6/7/2024,Marketplace,25863
SKU69831,Levi's Jeans,Apparel,Casualwear,868.73,14,12162.22,8413.04,3749.18,6/2/2024,Online,25864
SKU84234,Adidas Hoodie,Apparel,Sportswear,511.08,77,39353.16,17655.18,21697.98,12/20/2024,Retail Store,25865
SKU43524,Panasonic Microwave,Electronics,Appliances,650.16,98,63715.68,28231.98,35483.7,9/14/2024,Retail Store,25866
SKU67585,Panasonic Microwave,Electronics,Appliances,765.09,2,1530.18,1135.35,394.83,10/6/2024,Marketplace,25867
SKU75029,Panasonic Microwave,Electronics,Appliances,1158.06,29,33583.74,22077.48,11506.26,11/4/2024,Marketplace,25868
SKU63389,Levi's Jeans,Apparel,Casualwear,1395.06,72,100444.32,80612.42,19831.9,2/18/2025,Online,25869
SKU32564,Colgate Toothpaste,Beauty,Oral Care,1485.34,77,114371.18,55592.15,58779.03,11/14/2024,Online,25870
SKU41136,Adidas Hoodie,Apparel,Sportswear,61.76,99,6114.24,3792.68,2321.56,10/9/2024,Online,25871
SKU45471,Nike Running Shoes,Apparel,Sportswear,794.09,81,64321.29,41431.79,22889.5,12/28/2024,Online,25872
SKU26162,Panasonic Microwave,Electronics,Appliances,954.54,14,13363.56,7878.93,5484.63,11/18/2024,Retail Store,25873
SKU25341,Levi's Jeans,Apparel,Casualwear,1333.84,24,32012.16,13839.04,18173.12,4/25/2025,Online,25874
SKU64048,HP Laptop,Electronics,Computers,887.62,43,38167.66,30180.44,7987.22,11/27/2024,Retail Store,25875
SKU96409,Colgate Toothpaste,Beauty,Oral Care,334.94,68,22775.92,18034.67,4741.25,6/3/2024,Retail Store,25876
SKU29544,Levi's Jeans,Apparel,Casualwear,1184.21,80,94736.8,69346.36,25390.44,3/22/2025,Retail Store,25877
SKU54619,Apple iPhone 14,Electronics,Smartphones,175.36,92,16133.12,7378.75,8754.37,2/17/2025,Mobile App,25878
SKU31570,Dove Body Wash,Beauty,Bath & Body,589.99,54,31859.46,26824.47,5034.99,12/5/2024,Retail Store,25879
SKU82061,Samsung Smart TV,Electronics,Television,1090.21,24,26165.04,11185.02,14980.02,12/11/2024,Mobile App,25880
SKU58783,Nike Running Shoes,Apparel,Sportswear,902.26,50,45113,18663.91,26449.09,7/6/2024,Marketplace,25881
SKU11276,Samsung Smart TV,Electronics,Television,413.45,73,30181.85,14721.91,15459.94,8/1/2024,Mobile App,25882
SKU16438,Maybelline Lipstick,Beauty,Makeup,1162.16,64,74378.24,34957.47,39420.77,6/4/2024,Online,25883
SKU85538,Apple iPhone 14,Electronics,Smartphones,1221.84,86,105078.24,66836.46,38241.78,8/9/2024,Marketplace,25884
SKU23897,Panasonic Microwave,Electronics,Appliances,369.85,58,21451.3,10101.2,11350.1,1/20/2025,Online,25885
SKU55677,Panasonic Microwave,Electronics,Appliances,851.1,40,34044,25586.2,8457.8,6/22/2024,Marketplace,25886
SKU20942,Maybelline Lipstick,Beauty,Makeup,1447.88,67,97007.96,78363.81,18644.15,5/15/2024,Retail Store,25887
SKU41555,Apple iPhone 14,Electronics,Smartphones,684.52,45,30803.4,23696.16,7107.24,10/19/2024,Retail Store,25888
SKU74124,Maybelline Lipstick,Beauty,Makeup,444.09,13,5773.17,3476.13,2297.04,5/22/2024,Online,25889
SKU66384,Colgate Toothpaste,Beauty,Oral Care,488.63,84,41044.92,32288.74,8756.18,6/30/2024,Mobile App,25890
SKU31906,Apple iPhone 14,Electronics,Smartphones,500.64,2,1001.28,637.17,364.11,12/21/2024,Retail Store,25891
SKU20070,Apple iPhone 14,Electronics,Smartphones,1212.67,28,33954.76,17362.65,16592.11,12/3/2024,Retail Store,25892
SKU64392,Colgate Toothpaste,Beauty,Oral Care,508.7,49,24926.3,15912.72,9013.58,5/24/2024,Marketplace,25893
SKU89299,Levi's Jeans,Apparel,Casualwear,1039.13,87,90404.31,53443.74,36960.57,2/28/2025,Mobile App,25894
SKU65982,Levi's Jeans,Apparel,Casualwear,1471.3,72,105933.6,70572.84,35360.76,1/24/2025,Online,25895
SKU84159,Levi's Jeans,Apparel,Casualwear,1044.49,79,82514.71,37894.4,44620.31,12/6/2024,Online,25896
SKU31389,Maybelline Lipstick,Beauty,Makeup,214.77,16,3436.32,2103.54,1332.78,8/17/2024,Online,25897
SKU19691,Adidas Hoodie,Apparel,Sportswear,1315.22,41,53924.02,23931.44,29992.58,9/21/2024,Marketplace,25898
SKU57522,Apple iPhone 14,Electronics,Smartphones,45.38,91,4129.58,3245.74,883.84,10/18/2024,Mobile App,25899
SKU82686,Samsung Smart TV,Electronics,Television,295.91,42,12428.22,6084.01,6344.21,9/3/2024,Retail Store,25900
SKU11348,Panasonic Microwave,Electronics,Appliances,726.27,10,7262.7,6440.95,821.75,10/28/2024,Retail Store,25901
SKU91240,Adidas Hoodie,Apparel,Sportswear,1344.94,70,94145.8,65078.91,29066.89,10/3/2024,Online,25902
SKU86282,Apple iPhone 14,Electronics,Smartphones,298.81,77,23008.37,10412.52,12595.85,2/3/2025,Marketplace,25903
SKU22632,Maybelline Lipstick,Beauty,Makeup,1485.65,76,112909.4,47331.98,65577.42,12/4/2024,Retail Store,25904
SKU32862,Adidas Hoodie,Apparel,Sportswear,1377.65,42,57861.3,24814.79,33046.51,10/16/2024,Retail Store,25905
SKU98245,Panasonic Microwave,Electronics,Appliances,491.28,16,7860.48,6497.58,1362.9,4/30/2025,Mobile App,25906
SKU58767,HP Laptop,Electronics,Computers,407.48,5,2037.4,1006.31,1031.09,3/3/2025,Marketplace,25907
SKU11116,Levi's Jeans,Apparel,Casualwear,219.17,62,13588.54,8442.5,5146.04,6/13/2024,Marketplace,25908
SKU35452,Nike Running Shoes,Apparel,Sportswear,581.4,27,15697.8,10423.39,5274.41,1/28/2025,Online,25909
SKU47181,Maybelline Lipstick,Beauty,Makeup,1355.17,87,117899.79,53045.12,64854.67,6/3/2024,Online,25910
SKU57531,Levi's Jeans,Apparel,Casualwear,353.58,17,6010.86,2421.1,3589.76,6/3/2024,Retail Store,25911
SKU90698,Dove Body Wash,Beauty,Bath & Body,1389.97,49,68108.53,28118.24,39990.29,8/22/2024,Retail Store,25912
SKU97543,Nike Running Shoes,Apparel,Sportswear,227.47,35,7961.45,6169.67,1791.78,6/14/2024,Mobile App,25913
SKU93339,Dove Body Wash,Beauty,Bath & Body,1136.88,85,96634.8,81197.47,15437.33,2/8/2025,Marketplace,25914
SKU87789,Samsung Smart TV,Electronics,Television,152.97,67,10248.99,4960.86,5288.13,8/27/2024,Retail Store,25915
SKU31071,Apple iPhone 14,Electronics,Smartphones,901.4,43,38760.2,32834.24,5925.96,9/19/2024,Mobile App,25916
SKU11567,Panasonic Microwave,Electronics,Appliances,381.13,63,24011.19,12712.67,11298.52,8/3/2024,Retail Store,25917
SKU67546,Samsung Smart TV,Electronics,Television,957.5,30,28725,19297.93,9427.07,1/27/2025,Mobile App,25918
SKU68591,Nike Running Shoes,Apparel,Sportswear,1287.37,75,96552.75,69139.83,27412.92,8/7/2024,Retail Store,25919
SKU93982,Samsung Smart TV,Electronics,Television,132.45,28,3708.6,2410.93,1297.67,5/15/2024,Mobile App,25920
SKU57362,Dove Body Wash,Beauty,Bath & Body,1477.27,78,115227.06,68214.63,47012.43,3/15/2025,Retail Store,25921
SKU28975,Nike Running Shoes,Apparel,Sportswear,724.33,18,13037.94,5379.55,7658.39,12/19/2024,Mobile App,25922
SKU63549,Apple iPhone 14,Electronics,Smartphones,1023.53,47,48105.91,29522.61,18583.3,2/1/2025,Mobile App,25923
SKU32830,HP Laptop,Electronics,Computers,369.84,18,6657.12,5140.89,1516.23,10/3/2024,Online,25924
SKU85625,Panasonic Microwave,Electronics,Appliances,461.85,29,13393.65,5686.23,7707.42,9/3/2024,Retail Store,25925
SKU72889,Maybelline Lipstick,Beauty,Makeup,133.44,39,5204.16,2690.1,2514.06,1/11/2025,Retail Store,25926
SKU16866,Nike Running Shoes,Apparel,Sportswear,674.45,94,63398.3,52303.28,11095.02,5/26/2024,Online,25927
SKU10165,Levi's Jeans,Apparel,Casualwear,460.29,16,7364.64,4470.6,2894.04,11/30/2024,Online,25928
SKU67987,Nike Running Shoes,Apparel,Sportswear,65.51,53,3472.03,1851.49,1620.54,11/15/2024,Retail Store,25929
SKU60588,HP Laptop,Electronics,Computers,163.5,88,14388,7908.33,6479.67,12/20/2024,Retail Store,25930
SKU88388,Levi's Jeans,Apparel,Casualwear,845.06,70,59154.2,43523.99,15630.21,12/18/2024,Online,25931
SKU76472,Adidas Hoodie,Apparel,Sportswear,861.7,23,19819.1,16360.86,3458.24,6/25/2024,Retail Store,25932
SKU15403,HP Laptop,Electronics,Computers,1249.72,43,53737.96,31533.71,22204.25,9/20/2024,Mobile App,25933
SKU78309,Colgate Toothpaste,Beauty,Oral Care,451.66,1,451.66,244.06,207.6,8/8/2024,Online,25934
SKU24443,Panasonic Microwave,Electronics,Appliances,1248.56,89,111121.84,63441,47680.84,7/28/2024,Marketplace,25935
SKU45582,Dove Body Wash,Beauty,Bath & Body,1238.07,12,14856.84,10339.39,4517.45,11/21/2024,Mobile App,25936
SKU10025,Colgate Toothpaste,Beauty,Oral Care,762.58,65,49567.7,32925.73,16641.97,4/14/2025,Retail Store,25937
SKU87871,Levi's Jeans,Apparel,Casualwear,550.46,96,52844.16,46137.31,6706.85,9/7/2024,Mobile App,25938
SKU45383,Samsung Smart TV,Electronics,Television,184.56,57,10519.92,8313.65,2206.27,6/16/2024,Mobile App,25939
SKU66050,HP Laptop,Electronics,Computers,1098.75,79,86801.25,74019.32,12781.93,7/20/2024,Marketplace,25940
SKU75674,Adidas Hoodie,Apparel,Sportswear,500.33,84,42027.72,31942.95,10084.77,4/4/2025,Marketplace,25941
SKU23581,Adidas Hoodie,Apparel,Sportswear,293.03,94,27544.82,18258.43,9286.39,3/27/2025,Marketplace,25942
SKU57160,Dove Body Wash,Beauty,Bath & Body,1040.66,53,55154.98,40522.98,14632,4/9/2025,Marketplace,25943
SKU99256,Panasonic Microwave,Electronics,Appliances,820.84,100,82084,54634.16,27449.84,3/5/2025,Retail Store,25944
SKU74353,Levi's Jeans,Apparel,Casualwear,1436.82,25,35920.5,24471.27,11449.23,9/23/2024,Online,25945
SKU27840,Nike Running Shoes,Apparel,Sportswear,363.63,49,17817.87,12524.72,5293.15,12/21/2024,Mobile App,25946
SKU84831,Dove Body Wash,Beauty,Bath & Body,607.1,17,10320.7,4833.97,5486.73,8/24/2024,Retail Store,25947
SKU53296,Levi's Jeans,Apparel,Casualwear,936.52,89,83350.28,65080.14,18270.14,10/25/2024,Marketplace,25948
SKU13311,Colgate Toothpaste,Beauty,Oral Care,1193.2,44,52500.8,43971.86,8528.94,10/12/2024,Online,25949
SKU22838,Panasonic Microwave,Electronics,Appliances,867.15,88,76309.2,54150.3,22158.9,11/30/2024,Online,25950
SKU76165,Samsung Smart TV,Electronics,Television,653.25,1,653.25,566.55,86.7,7/10/2024,Retail Store,25951
SKU66310,HP Laptop,Electronics,Computers,789.44,32,25262.08,22374.31,2887.77,1/19/2025,Mobile App,25952
SKU71719,Apple iPhone 14,Electronics,Smartphones,367.85,57,20967.45,13554.83,7412.62,11/19/2024,Retail Store,25953
SKU56814,Adidas Hoodie,Apparel,Sportswear,817.5,71,58042.5,30134,27908.5,6/3/2024,Mobile App,25954
SKU87190,Nike Running Shoes,Apparel,Sportswear,663.97,28,18591.16,8217.5,10373.66,6/15/2024,Marketplace,25955
SKU82362,Samsung Smart TV,Electronics,Television,712.76,41,29223.16,12407.1,16816.06,4/7/2025,Marketplace,25956
SKU93513,Panasonic Microwave,Electronics,Appliances,1410.58,40,56423.2,41488.48,14934.72,8/6/2024,Retail Store,25957
SKU44247,Adidas Hoodie,Apparel,Sportswear,519.94,58,30156.52,24678.09,5478.43,7/4/2024,Retail Store,25958
SKU69580,Colgate Toothpaste,Beauty,Oral Care,149.23,45,6715.35,2691.29,4024.06,10/16/2024,Retail Store,25959
SKU93002,Dove Body Wash,Beauty,Bath & Body,80.17,12,962.04,468.99,493.05,9/11/2024,Retail Store,25960
SKU27593,Adidas Hoodie,Apparel,Sportswear,1293.99,100,129399,92949.61,36449.39,8/8/2024,Mobile App,25961
SKU78053,Adidas Hoodie,Apparel,Sportswear,238.07,45,10713.15,5994.28,4718.87,7/13/2024,Mobile App,25962
SKU39384,Nike Running Shoes,Apparel,Sportswear,1031.73,100,103173,64209.54,38963.46,5/16/2024,Marketplace,25963
SKU35806,Panasonic Microwave,Electronics,Appliances,113.04,82,9269.28,6374.23,2895.05,9/28/2024,Mobile App,25964
SKU38849,Panasonic Microwave,Electronics,Appliances,763.16,46,35105.36,19240.48,15864.88,4/3/2025,Online,25965
SKU87257,Colgate Toothpaste,Beauty,Oral Care,545.58,92,50193.36,42232,7961.36,6/19/2024,Retail Store,25966
SKU93676,Dove Body Wash,Beauty,Bath & Body,766.09,13,9959.17,4808.08,5151.09,10/13/2024,Retail Store,25967
SKU21366,Apple iPhone 14,Electronics,Smartphones,426.15,31,13210.65,10722.29,2488.36,10/9/2024,Marketplace,25968
SKU39763,HP Laptop,Electronics,Computers,1242.79,96,119307.84,59249.26,60058.58,12/12/2024,Mobile App,25969
SKU52788,Dove Body Wash,Beauty,Bath & Body,1021.34,20,20426.8,9603.5,10823.3,8/12/2024,Mobile App,25970
SKU17258,Levi's Jeans,Apparel,Casualwear,906.82,65,58943.3,27245.92,31697.38,2/7/2025,Mobile App,25971
SKU65918,Panasonic Microwave,Electronics,Appliances,818.28,66,54006.48,38629.37,15377.11,7/4/2024,Mobile App,25972
SKU44861,Levi's Jeans,Apparel,Casualwear,379.38,76,28832.88,17988.47,10844.41,12/21/2024,Online,25973
SKU80106,Apple iPhone 14,Electronics,Smartphones,866.74,96,83207.04,67575.81,15631.23,8/22/2024,Retail Store,25974
SKU44662,Dove Body Wash,Beauty,Bath & Body,571.32,81,46276.92,36972.68,9304.24,4/19/2025,Online,25975
SKU96340,Colgate Toothpaste,Beauty,Oral Care,249.17,85,21179.45,18729.67,2449.78,1/6/2025,Marketplace,25976
SKU95221,Samsung Smart TV,Electronics,Television,790.61,48,37949.28,24418.42,13530.86,4/11/2025,Mobile App,25977
SKU56557,Panasonic Microwave,Electronics,Appliances,135.69,9,1221.21,654.21,567,5/21/2024,Marketplace,25978
SKU62845,Apple iPhone 14,Electronics,Smartphones,119.6,68,8132.8,4714.9,3417.9,12/15/2024,Retail Store,25979
SKU25903,Samsung Smart TV,Electronics,Television,932.96,80,74636.8,47329.98,27306.82,3/6/2025,Online,25980
SKU46614,Nike Running Shoes,Apparel,Sportswear,153.64,45,6913.8,2783.47,4130.33,8/17/2024,Marketplace,25981
SKU84266,Nike Running Shoes,Apparel,Sportswear,586.18,58,33998.44,25327.51,8670.93,4/15/2025,Online,25982
SKU76686,Samsung Smart TV,Electronics,Television,348.6,85,29631,19255.79,10375.21,2/19/2025,Retail Store,25983
SKU40876,Apple iPhone 14,Electronics,Smartphones,863.96,56,48381.76,41341.27,7040.49,10/22/2024,Marketplace,25984
SKU50314,HP Laptop,Electronics,Computers,1458.51,57,83135.07,66161.85,16973.22,12/15/2024,Online,25985
SKU66184,Apple iPhone 14,Electronics,Smartphones,627.77,48,30132.96,15039.7,15093.26,8/22/2024,Mobile App,25986
SKU51789,HP Laptop,Electronics,Computers,433.19,77,33355.63,14691.15,18664.48,3/17/2025,Retail Store,25987
SKU89626,Colgate Toothpaste,Beauty,Oral Care,486.82,96,46734.72,22381.97,24352.75,3/31/2025,Marketplace,25988
SKU42726,Panasonic Microwave,Electronics,Appliances,1139.69,77,87756.13,37388.85,50367.28,6/3/2024,Online,25989
SKU43026,Nike Running Shoes,Apparel,Sportswear,329.8,13,4287.4,2177.37,2110.03,9/10/2024,Mobile App,25990
SKU96875,Adidas Hoodie,Apparel,Sportswear,859.01,13,11167.13,4771.77,6395.36,7/5/2024,Retail Store,25991
SKU49077,Dove Body Wash,Beauty,Bath & Body,322.94,84,27126.96,13349.46,13777.5,5/4/2024,Online,25992
SKU87883,Samsung Smart TV,Electronics,Television,853.79,19,16222.01,7023.51,9198.5,5/24/2024,Marketplace,25993
SKU35116,HP Laptop,Electronics,Computers,1412.52,99,139839.48,59432.33,80407.15,2/19/2025,Online,25994
SKU59016,HP Laptop,Electronics,Computers,11.19,36,402.84,269.04,133.8,12/26/2024,Marketplace,25995
SKU45399,Maybelline Lipstick,Beauty,Makeup,933.43,47,43871.21,20314.62,23556.59,11/21/2024,Retail Store,25996
SKU25276,Nike Running Shoes,Apparel,Sportswear,1309.07,94,123052.58,94652.51,28400.07,2/23/2025,Marketplace,25997
SKU75598,Levi's Jeans,Apparel,Casualwear,447.97,12,5375.64,4333.63,1042.01,7/14/2024,Retail Store,25998
SKU99266,Panasonic Microwave,Electronics,Appliances,913.23,42,38355.66,31465.13,6890.53,9/27/2024,Retail Store,25999
SKU44735,Colgate Toothpaste,Beauty,Oral Care,665.08,95,63182.6,40815.21,22367.39,11/6/2024,Retail Store,26000
SKU84943,Panasonic Microwave,Electronics,Appliances,1443.37,54,77941.98,40430.11,37511.87,9/13/2024,Marketplace,26001
SKU43700,Maybelline Lipstick,Beauty,Makeup,1106.25,43,47568.75,37580.51,9988.24,3/15/2025,Mobile App,26002
SKU25707,Colgate Toothpaste,Beauty,Oral Care,902.62,86,77625.32,37836.79,39788.53,3/21/2025,Mobile App,26003
SKU86227,Samsung Smart TV,Electronics,Television,1069.63,62,66317.06,36876.51,29440.55,6/17/2024,Retail Store,26004
SKU51045,Dove Body Wash,Beauty,Bath & Body,1210.52,1,1210.52,948,262.52,7/12/2024,Mobile App,26005
SKU42342,Panasonic Microwave,Electronics,Appliances,1278.65,68,86948.2,49567.38,37380.82,6/3/2024,Marketplace,26006
SKU38802,Nike Running Shoes,Apparel,Sportswear,326.53,6,1959.18,1228.81,730.37,11/21/2024,Online,26007
SKU95313,Dove Body Wash,Beauty,Bath & Body,730.66,91,66490.06,51543.03,14947.03,4/30/2024,Retail Store,26008
SKU70891,Apple iPhone 14,Electronics,Smartphones,60.17,6,361.02,271.8,89.22,7/8/2024,Marketplace,26009
SKU34341,Dove Body Wash,Beauty,Bath & Body,106.87,39,4167.93,1934.22,2233.71,11/24/2024,Online,26010
SKU25312,Samsung Smart TV,Electronics,Television,1088.58,54,58783.32,36424.01,22359.31,8/12/2024,Retail Store,26011
SKU89311,Levi's Jeans,Apparel,Casualwear,1032.15,12,12385.8,7869.01,4516.79,12/31/2024,Mobile App,26012
SKU37431,Maybelline Lipstick,Beauty,Makeup,778.49,54,42038.46,23558.24,18480.22,7/27/2024,Online,26013
SKU88979,Panasonic Microwave,Electronics,Appliances,1097.43,19,20851.17,12990.01,7861.16,6/15/2024,Retail Store,26014
SKU86345,Samsung Smart TV,Electronics,Television,538.33,13,6998.29,2819.74,4178.55,11/5/2024,Mobile App,26015
SKU79038,Maybelline Lipstick,Beauty,Makeup,1335.54,74,98829.96,49384.52,49445.44,4/10/2025,Retail Store,26016
SKU85192,Apple iPhone 14,Electronics,Smartphones,1167.17,32,37349.44,18764.93,18584.51,8/30/2024,Marketplace,26017
SKU68114,HP Laptop,Electronics,Computers,481.13,32,15396.16,7713.88,7682.28,3/27/2025,Mobile App,26018
SKU33448,Nike Running Shoes,Apparel,Sportswear,1344.84,47,63207.48,25763.35,37444.13,2/20/2025,Online,26019
SKU75374,Samsung Smart TV,Electronics,Television,924.34,76,70249.84,47070.36,23179.48,11/24/2024,Mobile App,26020
SKU15971,Adidas Hoodie,Apparel,Sportswear,243.24,98,23837.52,12334.96,11502.56,6/13/2024,Marketplace,26021
SKU42145,Colgate Toothpaste,Beauty,Oral Care,524.28,19,9961.32,4042.33,5918.99,7/22/2024,Marketplace,26022
SKU56970,Samsung Smart TV,Electronics,Television,834.87,98,81817.26,72419.93,9397.33,11/25/2024,Retail Store,26023
SKU61459,Samsung Smart TV,Electronics,Television,512.2,26,13317.2,10085.65,3231.55,6/27/2024,Marketplace,26024
SKU95294,Samsung Smart TV,Electronics,Television,293.29,84,24636.36,21542.71,3093.65,9/29/2024,Mobile App,26025
SKU43169,Dove Body Wash,Beauty,Bath & Body,72.75,65,4728.75,4136.5,592.25,7/2/2024,Mobile App,26026
SKU60045,Dove Body Wash,Beauty,Bath & Body,755.91,70,52913.7,44698.1,8215.6,12/13/2024,Retail Store,26027
SKU72366,Samsung Smart TV,Electronics,Television,620.85,56,34767.6,30904.22,3863.38,6/19/2024,Retail Store,26028
SKU75637,Adidas Hoodie,Apparel,Sportswear,627.82,46,28879.72,25435.95,3443.77,5/3/2024,Retail Store,26029
SKU44814,Maybelline Lipstick,Beauty,Makeup,446.88,39,17428.32,12598.78,4829.54,7/20/2024,Online,26030
SKU52689,Nike Running Shoes,Apparel,Sportswear,128.9,28,3609.2,2264.77,1344.43,2/26/2025,Mobile App,26031
SKU37733,Nike Running Shoes,Apparel,Sportswear,1054.14,31,32678.34,26109.09,6569.25,6/30/2024,Marketplace,26032
